"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   2.02077014160E+03   2.00700000000E+03  2892-1-360  
   2.00905541992E+03   1.99500000000E+03  2892-7-65   
   2.00613073730E+03   1.98800000000E+03  2892-11-334 
   2.00737829590E+03   1.98400000000E+03  2892-16-318 
   2.00241064453E+03   1.98200000000E+03  2892-22-34  
   1.99835876465E+03   1.98600000000E+03  2892-27-32  
   1.99089001465E+03   1.98200000000E+03  2892-31-351 
   1.97782263184E+03   1.99600000000E+03  2892-36-50  
   1.94524536133E+03   1.98600000000E+03  2909-56-25  
   1.93522937012E+03   1.96000000000E+03  2909-61-59  
   1.92830578613E+03   1.93800000000E+03  2909-66-19  
   1.94378930664E+03   1.98400000000E+03  2911-56-25  
   1.93394396973E+03   1.96400000000E+03  2911-61-59  
   1.92730798340E+03   1.93700000000E+03  2911-66-19  
   1.93419274902E+03   1.94300000000E+03  2884-66-32  
   2.00621032715E+03   1.98000000000E+03  2865-8-91   
   1.96412207031E+03   1.98200000000E+03  2865-48-342 
   1.94783105469E+03   1.96100000000E+03  2848-66-32  
   1.96060693359E+03   1.98100000000E+03  2881-48-342 
   2.00671325684E+03   1.99700000000E+03  2859-8-121  
   1.78545056152E+03   1.81100000000E+03  2871-56-24  
   1.79952539062E+03   1.81600000000E+03  2871-61-59  
   1.81490698242E+03   1.82300000000E+03  2871-66-27  
   1.85539123535E+03   1.83600000000E+03  2811-17-6   
   1.83845251465E+03   1.82300000000E+03  2811-22-34  
   1.78082604980E+03   1.83200000000E+03  2811-56-24  
   1.79574047852E+03   1.83500000000E+03  2811-61-59  
   1.97026403809E+03   1.99400000000E+03  2834-48-342 
   1.97132849121E+03   1.99400000000E+03  2835-48-342 
   1.95635632324E+03   2.00600000000E+03  2835-56-24  
   1.98873168945E+03   1.98200000000E+03  2849-42-363 
   1.98486145020E+03   2.00300000000E+03  2849-48-336 
   1.97511169434E+03   2.01300000000E+03  2828-55-343 
   1.96256359863E+03   2.00000000000E+03  2828-61-38  
   1.94798291016E+03   1.96100000000E+03  2828-66-55  
   1.95141052246E+03   1.96300000000E+03  2828-71-365 
   2.02053967285E+03   2.00800000000E+03  2846-8-32   
   1.95900830078E+03   2.00500000000E+03  2847-56-24  
   2.03730517578E+03   2.01800000000E+03  2833-1-283  
   1.99759973145E+03   1.98300000000E+03  2821-43-27  
   1.98544921875E+03   1.99900000000E+03  2821-48-334 
   1.97155029297E+03   2.01100000000E+03  2821-56-23  
   1.96065551758E+03   1.99400000000E+03  2821-61-54  
   1.94274340820E+03   1.95300000000E+03  2821-66-13  
   2.04914453125E+03   2.03400000000E+03  2817-1-364  
   1.99010766602E+03   2.00100000000E+03  2805-48-334 
   1.97612097168E+03   2.01200000000E+03  2805-56-23  
   1.96465515137E+03   1.99400000000E+03  2805-61-53  
   1.94685241699E+03   1.95400000000E+03  2805-66-20  
   2.04697851562E+03   2.02500000000E+03  2798-8-32   
   2.00082897949E+03   2.00800000000E+03  2792-48-334 
   1.98611584473E+03   2.01900000000E+03  2792-56-23  
   1.97335400391E+03   2.00100000000E+03  2792-61-53  
   1.95562060547E+03   1.97200000000E+03  2792-66-20  
   2.05751611328E+03   2.04600000000E+03  2820-3-338  
   2.05772998047E+03   2.04700000000E+03  2820-6-224  
   2.05704174805E+03   2.03800000000E+03  2820-7-11   
   2.05063671875E+03   2.03700000000E+03  2820-12-46  
   2.05152832031E+03   2.03300000000E+03  2820-17-19  
   2.05004418945E+03   2.02900000000E+03  2820-22-17  
   2.04424047852E+03   2.03500000000E+03  2820-27-32  
   2.03883142090E+03   2.03200000000E+03  2820-31-351 
   2.02455847168E+03   2.03000000000E+03  2820-37-28  
   2.00695239258E+03   2.02000000000E+03  2820-48-334 
   1.99324633789E+03   2.03400000000E+03  2820-56-23  
   1.97892102051E+03   2.01600000000E+03  2820-60-319 
   1.96315771484E+03   1.97800000000E+03  2820-65-299 
   1.96424682617E+03   1.98500000000E+03  2820-71-365 
   2.00520520020E+03   2.02300000000E+03  2802-48-334 
   1.99400451660E+03   2.03900000000E+03  2802-56-23  
   1.98109948730E+03   2.02000000000E+03  2802-61-53  
   1.96395263672E+03   2.00700000000E+03  2802-66-20  
   2.05956640625E+03   2.04000000000E+03  2795-17-19  
   2.05712475586E+03   2.03700000000E+03  2795-22-17  
   2.04703979492E+03   2.04100000000E+03  2795-32-13  
   2.03016369629E+03   2.02800000000E+03  2795-37-345 
   2.01196972656E+03   2.03100000000E+03  2795-49-5   
   1.99828991699E+03   2.03700000000E+03  2795-55-343 
   1.96743786621E+03   1.99200000000E+03  2795-71-365 
   2.01589440918E+03   2.06200000000E+03  2722-61-53  
   2.01516625977E+03   2.06400000000E+03  2723-61-53  
   1.99682629395E+03   2.03700000000E+03  2723-66-20  
   2.04445788574E+03   2.06400000000E+03  2715-48-335 
   2.03036157227E+03   2.07700000000E+03  2715-56-23  
   2.01470263672E+03   2.05900000000E+03  2715-61-53  
   1.99593115234E+03   2.03400000000E+03  2715-66-20  
   2.09624047852E+03   2.08400000000E+03  2754-1-365  
   2.02443981934E+03   2.04500000000E+03  2764-48-334 
   2.00998889160E+03   2.05700000000E+03  2764-56-23  
   1.99568371582E+03   2.04000000000E+03  2764-61-53  
   1.97833190918E+03   2.01200000000E+03  2764-66-20  
   2.02777648926E+03   2.04700000000E+03  2732-48-335 
   2.01327087402E+03   2.06200000000E+03  2732-56-20  
   2.10035351562E+03   2.08700000000E+03  2739-1-360  
   2.08737744141E+03   2.07700000000E+03  2736-8-32   
   2.03604809570E+03   2.05400000000E+03  2724-48-334 
   2.02180981445E+03   2.06700000000E+03  2724-56-23  
   2.00738110352E+03   2.05300000000E+03  2724-61-53  
   1.98886328125E+03   2.02700000000E+03  2724-66-20  
   2.02266735840E+03   2.00800000000E+03  2737-42-363 
   2.08455444336E+03   2.06900000000E+03  2717-2-1    
   2.07637207031E+03   2.05700000000E+03  2716-8-32   
   2.04792810059E+03   2.01400000000E+03  2727-11-121 
   1.87005187988E+03   1.86100000000E+03  2789-12-271 
   2.08117382812E+03   2.05600000000E+03  2696-1-364  
   2.07412866211E+03   2.04100000000E+03  2696-6-341  
   2.06561743164E+03   2.03500000000E+03  2696-11-334 
   2.06517187500E+03   2.03100000000E+03  2696-16-313 
   2.06254907227E+03   2.03100000000E+03  2696-22-34  
   2.01916821289E+03   1.99900000000E+03  2708-48-337 
   2.00515625000E+03   1.99500000000E+03  2708-56-19  
   1.97369335938E+03   1.98300000000E+03  2708-66-28  
   2.06255566406E+03   2.04700000000E+03  2701-32-43  
   2.03615478516E+03   2.02900000000E+03  2701-42-363 
   2.01243054199E+03   2.05500000000E+03  2701-56-19  
   2.04907617188E+03   2.09900000000E+03  2668-42-363 
   2.02453540039E+03   2.09500000000E+03  2668-56-19  
   2.00834216309E+03   2.09100000000E+03  2668-61-52  
   1.99216003418E+03   2.08700000000E+03  2668-66-35  
   2.10930468750E+03   2.09500000000E+03  2681-8-32   
   2.05147314453E+03   2.07400000000E+03  2678-48-335 
   2.03605505371E+03   2.09600000000E+03  2678-56-23  
   2.02029516602E+03   2.07100000000E+03  2678-61-54  
   2.00095751953E+03   2.04600000000E+03  2678-66-20  
   1.98918469238E+03   2.03600000000E+03  2690-66-55  
   2.10137011719E+03   2.09000000000E+03  2692-2-1    
   2.08252539062E+03   2.08400000000E+03  2676-43-27  
   2.07157397461E+03   2.08200000000E+03  2676-48-335 
   2.05247680664E+03   2.09000000000E+03  2676-56-23  
   2.03368933105E+03   2.07300000000E+03  2676-61-53  
   2.01512060547E+03   2.05700000000E+03  2676-66-13  
   2.05556054688E+03   2.07200000000E+03  2705-48-335 
   2.03825622559E+03   2.08400000000E+03  2705-56-23  
   2.02243664551E+03   2.06700000000E+03  2705-61-54  
   2.00283374023E+03   2.04100000000E+03  2705-66-18  
   2.05897583008E+03   2.06800000000E+03  2707-43-27  
   2.05076782227E+03   2.06700000000E+03  2707-48-335 
   2.03527331543E+03   2.08000000000E+03  2707-56-23  
   2.01925573730E+03   2.06200000000E+03  2707-61-53  
   2.00010656738E+03   2.03600000000E+03  2707-66-20  
   2.05078833008E+03   2.06800000000E+03  2689-48-335 
   2.03455334473E+03   2.08400000000E+03  2689-56-20  
   2.07773071289E+03   2.08900000000E+03  2656-43-27  
   2.06784814453E+03   2.08600000000E+03  2656-48-334 
   2.05051416016E+03   2.11000000000E+03  2656-56-23  
   2.03333312988E+03   2.08300000000E+03  2656-61-53  
   2.01419580078E+03   2.05800000000E+03  2656-66-20  
   2.10364575195E+03   2.09700000000E+03  2674-33-76  
   2.35162988281E+03   2.36100000000E+03  2973-56-19  
   2.32258154297E+03   2.34500000000E+03  2973-66-32  
   2.31026977539E+03   2.32600000000E+03  2973-71-56  
   2.36897534180E+03   2.35300000000E+03  2977-38-91  
   2.36578320312E+03   2.36100000000E+03  2977-43-6   
   2.36478417969E+03   2.30300000000E+03  2977-48-335 
   2.32589428711E+03   2.34000000000E+03  2977-66-32  
   2.22299780273E+03   2.21800000000E+03  2991-42-362 
   2.21873950195E+03   2.21700000000E+03  2991-48-334 
   2.21119238281E+03   2.21500000000E+03  2991-56-27  
   2.20341040039E+03   2.21200000000E+03  2991-61-59  
   2.19467041016E+03   2.20800000000E+03  2991-66-25  
   2.18579272461E+03   2.20100000000E+03  2991-71-57  
   2.19699291992E+03   2.19500000000E+03  2966-42-362 
   2.07028149414E+03   2.07900000000E+03  2932-42-362 
   2.06275463867E+03   2.07800000000E+03  2932-48-336 
   2.04748583984E+03   2.07300000000E+03  2932-56-24  
   2.10141674805E+03   2.12600000000E+03  2914-42-357 
   2.09250244141E+03   2.11900000000E+03  2914-48-365 
   2.07216967773E+03   2.10600000000E+03  2914-55-342 
   2.05806420898E+03   2.10000000000E+03  2914-61-38  
   2.04438085938E+03   2.09100000000E+03  2914-66-40  
   2.03018933105E+03   2.07600000000E+03  2914-71-335 
   2.10770068359E+03   2.11900000000E+03  2940-55-342 
   2.13906494141E+03   2.13500000000E+03  2917-42-365 
   2.13160815430E+03   2.13200000000E+03  2917-48-336 
   2.11348413086E+03   2.11900000000E+03  2917-56-26  
   2.10067944336E+03   2.10200000000E+03  2917-61-59  
   2.08789770508E+03   2.10800000000E+03  2917-66-27  
   2.07544018555E+03   2.09700000000E+03  2917-71-55  
   2.17776171875E+03   2.16400000000E+03  2924-42-362 
   2.33644555664E+03   2.33700000000E+03  2930-36-43  
   2.31694458008E+03   2.34500000000E+03  2930-56-27  
   2.28150097656E+03   2.29200000000E+03  2930-66-33  
   2.26862939453E+03   2.27300000000E+03  2930-71-56  
   2.40248632812E+03   2.41400000000E+03  2929-42-357 
   2.40108105469E+03   2.42700000000E+03  2929-48-355 
   2.38676831055E+03   2.42800000000E+03  2929-55-342 
   2.36753344727E+03   2.39500000000E+03  2929-60-362 
   2.33583642578E+03   2.34500000000E+03  2929-66-1   
   2.32489721680E+03   2.32300000000E+03  2929-71-335 
   2.30676733398E+03   2.31400000000E+03  2888-43-6   
   2.29778613281E+03   2.31200000000E+03  2888-48-334 
   2.27878613281E+03   2.31200000000E+03  2888-56-26  
   2.24540966797E+03   2.26800000000E+03  2888-66-32  
   2.23118896484E+03   2.24800000000E+03  2888-71-56  
   2.30159350586E+03   2.31000000000E+03  2856-32-84  
   2.30049536133E+03   2.28900000000E+03  2852-43-5   
   2.27913623047E+03   2.28600000000E+03  2852-56-19  
   2.24873657227E+03   2.25100000000E+03  2852-66-35  
   2.23302539062E+03   2.22900000000E+03  2852-71-56  
   2.32696264648E+03   2.32200000000E+03  2869-43-8   
   2.32323559570E+03   2.32200000000E+03  2869-48-334 
   2.30784692383E+03   2.32500000000E+03  2869-56-24  
   2.19037939453E+03   2.16900000000E+03  2899-42-362 
   2.18519140625E+03   2.16500000000E+03  2899-48-338 
   2.19021264648E+03   2.17200000000E+03  2903-33-257 
   2.16507470703E+03   2.14900000000E+03  2908-42-357 
   2.15849584961E+03   2.14500000000E+03  2908-48-356 
   2.14002050781E+03   2.13000000000E+03  2908-55-342 
   2.11328149414E+03   2.11800000000E+03  2908-66-26  
   2.09879248047E+03   2.10300000000E+03  2908-71-335 
   2.06787963867E+03   2.09800000000E+03  2879-55-342 
   2.05390527344E+03   2.09400000000E+03  2879-61-40  
   2.04082897949E+03   2.08700000000E+03  2879-66-19  
   2.02542517090E+03   2.07100000000E+03  2879-71-335 
   2.08422534180E+03   2.11100000000E+03  2878-66-26  
   2.06786303711E+03   2.09400000000E+03  2878-71-335 
   2.13551806641E+03   2.16800000000E+03  2897-1-274  
   2.13318286133E+03   2.16300000000E+03  2897-6-284  
   2.12696166992E+03   2.15600000000E+03  2898-11-34  
   2.12100048828E+03   2.14700000000E+03  2898-16-361 
   2.10594091797E+03   2.12000000000E+03  2898-37-33  
   2.06327929688E+03   2.09000000000E+03  2882-43-32  
   2.05585400391E+03   2.08800000000E+03  2882-48-365 
   2.03913891602E+03   2.07900000000E+03  2882-55-342 
   2.02445068359E+03   2.07300000000E+03  2882-61-38  
   2.01137158203E+03   2.06100000000E+03  2882-66-40  
   2.00231579590E+03   2.04800000000E+03  2882-71-335 
   2.08504028320E+03   2.08500000000E+03  2870-33-274 
   2.09916674805E+03   2.11000000000E+03  2862-33-135 
   2.02942907715E+03   2.07700000000E+03  2824-66-31  
   2.01946142578E+03   2.06900000000E+03  2824-71-54  
   2.11018261719E+03   2.13400000000E+03  2807-49-5   
   2.08663012695E+03   2.11200000000E+03  2807-55-342 
   2.03798913574E+03   2.07800000000E+03  2807-71-62  
   2.05429223633E+03   2.08100000000E+03  2797-71-62  
   2.17139770508E+03   2.16700000000E+03  2845-66-35  
   2.15637084961E+03   2.15400000000E+03  2845-71-62  
   2.22595507812E+03   2.22500000000E+03  2841-1-274  
   2.22469531250E+03   2.22100000000E+03  2841-6-284  
   2.22237255859E+03   2.21600000000E+03  2841-11-34  
   2.21713159180E+03   2.20400000000E+03  2841-16-361 
   2.19569702148E+03   2.17400000000E+03  2841-38-91  
   2.19399536133E+03   2.17300000000E+03  2841-39-91  
   2.19157666016E+03   2.17200000000E+03  2841-42-364 
   2.18358618164E+03   2.16700000000E+03  2841-48-336 
   2.11792333984E+03   2.14100000000E+03  2815-56-24  
   2.17266894531E+03   2.18200000000E+03  2801-33-52  
   2.24873974609E+03   2.20600000000E+03  2844-43-6   
   2.23822241211E+03   2.20000000000E+03  2844-48-334 
   2.21995483398E+03   2.19700000000E+03  2844-56-19  
   2.19000024414E+03   2.18900000000E+03  2844-66-34  
   2.17577709961E+03   2.23200000000E+03  2844-71-61  
   2.20444409180E+03   2.21300000000E+03  2819-56-17  
   2.23332763672E+03   2.18700000000E+03  2825-56-19  
   2.20568066406E+03   2.21500000000E+03  2825-66-35  
   2.19492797852E+03   2.14900000000E+03  2794-33-62  
   2.17261328125E+03   2.19500000000E+03  2791-42-356 
   2.16566918945E+03   2.17100000000E+03  2791-48-337 
   2.12364941406E+03   2.16000000000E+03  2791-61-61  
   2.10721875000E+03   2.14600000000E+03  2791-66-26  
   2.21107812500E+03   2.22200000000E+03  2806-42-356 
   2.20263061523E+03   2.21400000000E+03  2806-48-337 
   2.31830322266E+03   2.29300000000E+03  2840-43-5   
   2.31475805664E+03   2.29400000000E+03  2840-48-334 
   2.29931542969E+03   2.29100000000E+03  2840-56-19  
   2.28560180664E+03   2.27800000000E+03  2840-61-56  
   2.26898706055E+03   2.25700000000E+03  2840-66-32  
   2.22438085938E+03   2.23600000000E+03  2827-66-32  
   2.20483276367E+03   2.21300000000E+03  2827-71-61  
   2.19635937500E+03   2.21000000000E+03  2813-66-26  
   2.16899414062E+03   2.17800000000E+03  2813-71-323 
   2.23704541016E+03   2.23200000000E+03  2814-42-357 
   2.21399365234E+03   2.22200000000E+03  2814-55-342 
   2.20038696289E+03   2.21500000000E+03  2814-61-35  
   2.18768652344E+03   2.20000000000E+03  2814-66-26  
   2.23844946289E+03   2.23100000000E+03  2804-42-357 
   2.21452734375E+03   2.22200000000E+03  2804-55-342 
   2.19999755859E+03   2.21400000000E+03  2804-61-35  
   2.18522436523E+03   2.19900000000E+03  2804-66-26  
   2.28391503906E+03   2.31100000000E+03  2812-42-335 
   2.27463525391E+03   2.30700000000E+03  2812-48-355 
   2.26530126953E+03   2.30300000000E+03  2812-55-342 
   2.25352563477E+03   2.29500000000E+03  2812-61-35  
   2.21662719727E+03   2.24700000000E+03  2812-71-323 
   2.19401757812E+03   2.20700000000E+03  2765-42-357 
   2.17306909180E+03   2.20000000000E+03  2765-48-355 
   2.17735156250E+03   2.19700000000E+03  2765-55-342 
   2.16605859375E+03   2.19200000000E+03  2765-61-35  
   2.15470190430E+03   2.18000000000E+03  2765-66-26  
   2.12899316406E+03   2.15600000000E+03  2765-71-323 
   2.21259326172E+03   2.23500000000E+03  2728-8-69   
   2.15602514648E+03   2.19300000000E+03  2719-42-357 
   2.14719824219E+03   2.18800000000E+03  2719-48-356 
   2.12622167969E+03   2.18100000000E+03  2719-55-343 
   2.18312548828E+03   2.20000000000E+03  2726-42-357 
   2.17165747070E+03   2.19300000000E+03  2726-48-355 
   2.16236181641E+03   2.19000000000E+03  2726-55-342 
   2.14911010742E+03   2.18500000000E+03  2726-61-35  
   2.13636572266E+03   2.17300000000E+03  2726-66-26  
   2.11226342773E+03   2.15100000000E+03  2726-71-323 
   2.05241162109E+03   2.07900000000E+03  2784-71-62  
   2.11264697266E+03   2.14600000000E+03  2730-56-24  
   2.09344067383E+03   2.13800000000E+03  2730-61-54  
   2.07563354492E+03   2.12100000000E+03  2730-66-18  
   2.17828100586E+03   2.17600000000E+03  2781-16-361 
   2.17351879883E+03   2.17400000000E+03  2782-17-7   
   2.04763464355E+03   2.07700000000E+03  2782-71-62  
   2.12387500000E+03   2.12100000000E+03  2762-48-338 
   2.09708471680E+03   2.11800000000E+03  2785-56-23  
   2.06138427734E+03   2.08600000000E+03  2785-66-19  
   2.09402929688E+03   2.11600000000E+03  2757-56-24  
   2.05774291992E+03   2.08600000000E+03  2757-66-19  
   2.08931054688E+03   2.11400000000E+03  2763-56-24  
   2.05288012695E+03   2.08000000000E+03  2763-66-19  
   2.08806835938E+03   2.12200000000E+03  2729-56-24  
   2.04999194336E+03   2.08800000000E+03  2729-66-18  
   2.16727441406E+03   2.16900000000E+03  2720-16-298 
   2.16339794922E+03   2.16200000000E+03  2720-22-31  
   2.06138476562E+03   2.08800000000E+03  2706-66-35  
   2.10003906250E+03   2.14100000000E+03  2710-56-24  
   2.06749023438E+03   2.09400000000E+03  2755-56-23  
   2.04831201172E+03   2.08400000000E+03  2755-61-54  
   2.03144042969E+03   2.07400000000E+03  2755-66-18  
   2.15167578125E+03   2.23700000000E+03  2735-1-365  
   2.09439648438E+03   2.09200000000E+03  2778-33-182 
   2.10118969727E+03   2.10500000000E+03  2759-34-121 
   2.01358312988E+03   2.05100000000E+03  2738-66-26  
   2.00649243164E+03   2.05300000000E+03  2738-71-348 
   2.13602905273E+03   2.10700000000E+03  2733-10-280 
   2.12666406250E+03   2.09400000000E+03  2733-22-19  
   2.09415039062E+03   2.08700000000E+03  2733-42-362 
   2.08336352539E+03   2.08500000000E+03  2733-48-362 
   2.06335375977E+03   2.08200000000E+03  2733-55-342 
   2.04356323242E+03   2.07100000000E+03  2733-61-38  
   2.02598400879E+03   2.05000000000E+03  2733-66-40  
   2.01632470703E+03   2.04500000000E+03  2733-71-348 
   2.07769091797E+03   2.08500000000E+03  2698-49-8   
   2.05822436523E+03   2.09200000000E+03  2698-55-342 
   2.03825329590E+03   2.09100000000E+03  2698-61-10  
   2.01218530273E+03   2.05300000000E+03  2698-71-348 
   2.09328369141E+03   2.09300000000E+03  2665-42-362 
   2.08087719727E+03   2.09100000000E+03  2665-48-362 
   2.06191381836E+03   2.09800000000E+03  2665-55-342 
   2.04303393555E+03   2.08600000000E+03  2665-61-4   
   2.02369824219E+03   2.05600000000E+03  2665-66-26  
   2.01594055176E+03   2.06100000000E+03  2665-71-348 
   2.15401391602E+03   2.13400000000E+03  2664-1-360  
   2.14937646484E+03   2.12500000000E+03  2664-6-341  
   2.10341015625E+03   2.09400000000E+03  2662-42-362 
   2.09129809570E+03   2.09100000000E+03  2662-48-361 
   2.06903515625E+03   2.09400000000E+03  2662-55-342 
   2.02190405273E+03   2.05700000000E+03  2662-71-348 
   2.06903515625E+03   2.09300000000E+03  2659-55-342 
   2.04914599609E+03   2.06300000000E+03  2659-61-11  
   2.03060229492E+03   2.05700000000E+03  2659-66-26  
   2.02190405273E+03   2.06000000000E+03  2659-71-348 
   2.16394848633E+03   2.10000000000E+03  2658-1-92   
   2.15349804688E+03   2.14100000000E+03  2742-17-3   
   2.14963305664E+03   2.14000000000E+03  2742-22-1   
   2.12635424805E+03   2.12300000000E+03  2742-38-91  
   2.08267846680E+03   2.10700000000E+03  2742-56-24  
   2.06203686523E+03   2.09300000000E+03  2742-61-54  
   2.04392663574E+03   2.06800000000E+03  2742-66-31  
   2.03289843750E+03   2.06400000000E+03  2742-71-62  
   2.10470141602E+03   2.09300000000E+03  2683-42-362 
   2.09275512695E+03   2.09000000000E+03  2683-48-362 
   2.07165454102E+03   2.08100000000E+03  2683-55-342 
   2.05133789062E+03   2.07900000000E+03  2683-61-32  
   2.03277355957E+03   2.05300000000E+03  2683-66-40  
   2.16549365234E+03   2.15700000000E+03  2686-1-274  
   2.16147192383E+03   2.15000000000E+03  2686-6-283  
   2.15249414062E+03   2.13700000000E+03  2686-10-280 
   2.15893212891E+03   2.11100000000E+03  2666-1-274  
   2.15436547852E+03   2.10100000000E+03  2666-6-283  
   2.15632202148E+03   2.14000000000E+03  2670-17-3   
   2.15194311523E+03   2.13800000000E+03  2670-22-31  
   2.14313012695E+03   2.12900000000E+03  2670-31-351 
   2.13556079102E+03   2.12600000000E+03  2670-36-50  
   2.12073779297E+03   2.11600000000E+03  2670-42-352 
   2.08641040039E+03   2.10800000000E+03  2670-56-24  
   2.06611059570E+03   2.09100000000E+03  2670-61-54  
   2.04726684570E+03   2.06300000000E+03  2670-66-33  
   2.03684240723E+03   2.07000000000E+03  2670-71-62  
   2.18689501953E+03   2.19400000000E+03  2703-36-244 
   2.16867822266E+03   2.18900000000E+03  2703-48-355 
   2.15354443359E+03   2.18400000000E+03  2703-55-343 
   2.14017480469E+03   2.18000000000E+03  2703-61-35  
   2.12667138672E+03   2.17800000000E+03  2703-66-19  
   2.10374829102E+03   2.14700000000E+03  2703-71-323 
   2.08241845703E+03   2.15900000000E+03  2680-71-61  
   2.15581372070E+03   2.18800000000E+03  2704-42-335 
   2.14750805664E+03   2.18400000000E+03  2704-48-356 
   2.14902539062E+03   2.17000000000E+03  2672-42-356 
   2.08562060547E+03   2.15400000000E+03  2672-66-33  
   2.07241528320E+03   2.14200000000E+03  2672-71-63  
   2.15761352539E+03   2.15800000000E+03  2657-42-356 
   2.09892187500E+03   2.15200000000E+03  2657-66-33  
   2.16615063477E+03   2.19700000000E+03  2685-42-356 
   2.15888403320E+03   2.19300000000E+03  2685-48-355 
   2.13985986328E+03   2.18600000000E+03  2685-55-343 
   2.12583447266E+03   2.18300000000E+03  2685-61-35  
   2.11062792969E+03   2.17300000000E+03  2685-66-26  
   2.09417895508E+03   2.15400000000E+03  2685-71-323 
   2.57811303711E+03   2.63200000000E+03  2983-16-361 
   2.59083642578E+03   2.61000000000E+03  2983-22-31  
   2.60201196289E+03   2.61800000000E+03  2983-27-11  
   2.57670141602E+03   2.56700000000E+03  2980-43-8   
   2.57234179688E+03   2.58100000000E+03  2980-48-334 
   2.56394506836E+03   2.58100000000E+03  2980-56-24  
   2.52579760742E+03   2.52500000000E+03  2990-16-361 
   2.54703686523E+03   2.54400000000E+03  2990-48-337 
   2.53662329102E+03   2.56200000000E+03  2990-56-24  
   2.50431762695E+03   2.54500000000E+03  2956-2-85   
   2.50209790039E+03   2.53000000000E+03  2956-6-284  
   2.50286962891E+03   2.51100000000E+03  2956-12-261 
   2.50458740234E+03   2.52000000000E+03  2956-16-133 
   2.52690551758E+03   2.51300000000E+03  2956-26-124 
   2.51958398438E+03   2.52000000000E+03  2956-37-34  
   2.52960864258E+03   2.53700000000E+03  2956-43-5   
   2.52520190430E+03   2.55100000000E+03  2956-48-334 
   2.51549877930E+03   2.55300000000E+03  2956-56-27  
   2.48750024414E+03   2.49500000000E+03  2956-66-35  
   2.46805297852E+03   2.50000000000E+03  2956-71-12  
   2.46431811523E+03   2.51300000000E+03  2956-71-365 
   2.42908764648E+03   2.42900000000E+03  2931-11-62  
   2.43107275391E+03   2.42000000000E+03  2931-16-361 
   2.43783398438E+03   2.41500000000E+03  2931-22-31  
   1.75255664062E+03   1.73100000000E+03  2635-56-25  
   1.84304956055E+03   1.83300000000E+03  2595-16-355 
   1.75003784180E+03   1.72100000000E+03  2595-48-349 
   1.76088757324E+03   1.72800000000E+03  2595-55-355 
   1.76421923828E+03   1.73300000000E+03  2595-61-4   
   1.76742932129E+03   1.74300000000E+03  2595-66-47  
   1.77137365723E+03   1.75300000000E+03  2595-71-5   
   1.77453710938E+03   1.75500000000E+03  2595-71-365 
   1.75227197266E+03   1.72500000000E+03  2594-48-350 
   1.76339343262E+03   1.73200000000E+03  2594-55-355 
   1.76939599609E+03   1.74600000000E+03  2594-66-47  
   1.77335314941E+03   1.75700000000E+03  2594-71-5   
   1.77643811035E+03   1.76000000000E+03  2594-71-365 
   1.76801184082E+03   1.74600000000E+03  2599-66-47  
   1.77172827148E+03   1.75600000000E+03  2599-71-5   
   1.77463684082E+03   1.75800000000E+03  2599-71-365 
   1.72769458008E+03   1.71300000000E+03  2596-42-351 
   1.74960144043E+03   1.72100000000E+03  2596-48-349 
   1.75977014160E+03   1.72800000000E+03  2596-55-355 
   1.76252612305E+03   1.73300000000E+03  2596-61-4   
   1.76620166016E+03   1.74200000000E+03  2596-66-34  
   1.76992443848E+03   1.75300000000E+03  2596-71-5   
   1.77303918457E+03   1.75500000000E+03  2596-71-365 
   1.75900427246E+03   1.72800000000E+03  2591-56-3   
   1.76192114258E+03   1.73200000000E+03  2591-61-4   
   1.76584838867E+03   1.74200000000E+03  2591-66-34  
   1.76962927246E+03   1.75300000000E+03  2591-71-5   
   1.77272985840E+03   1.75500000000E+03  2591-71-365 
   1.72810559082E+03   1.71000000000E+03  2588-42-351 
   1.74676904297E+03   1.71500000000E+03  2588-48-349 
   1.75754675293E+03   1.72200000000E+03  2588-55-355 
   1.76060717773E+03   1.72600000000E+03  2588-61-4   
   1.76476489258E+03   1.73600000000E+03  2588-66-47  
   1.76825451660E+03   1.74600000000E+03  2588-71-4   
   1.77076599121E+03   1.74900000000E+03  2588-71-365 
   1.87542858887E+03   1.86600000000E+03  2564-12-171 
   1.84499609375E+03   1.83300000000E+03  2564-16-355 
   1.81168859863E+03   1.80700000000E+03  2564-22-37  
   1.73547985840E+03   1.72200000000E+03  2530-42-351 
   1.75557849121E+03   1.73000000000E+03  2530-48-349 
   1.76773876953E+03   1.73900000000E+03  2530-55-355 
   1.77232385254E+03   1.74300000000E+03  2530-61-6   
   1.77529113770E+03   1.75400000000E+03  2530-66-47  
   1.77799511719E+03   1.76400000000E+03  2530-71-5   
   1.78088793945E+03   1.76600000000E+03  2530-71-365 
   1.85513916016E+03   1.84400000000E+03  2529-17-6   
   1.77146264648E+03   1.73700000000E+03  2529-56-24  
   1.77639550781E+03   1.74200000000E+03  2529-61-52  
   1.77872265625E+03   1.75100000000E+03  2529-66-19  
   1.88154431152E+03   1.88000000000E+03  2587-1-105  
   1.88051660156E+03   1.88000000000E+03  2587-7-3    
   1.79680151367E+03   1.79800000000E+03  2449-32-85  
   1.77735522461E+03   1.74200000000E+03  2492-48-349 
   1.79211425781E+03   1.75700000000E+03  2492-61-4   
