"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   2.04713647461E+03   2.05000000000E+03  3185-34-152 
   2.01983581543E+03   2.04200000000E+03  2925-42-364 
   2.01289746094E+03   2.04500000000E+03  2925-48-335 
   1.99902954102E+03   2.04400000000E+03  2925-56-23  
   1.97487304688E+03   2.02400000000E+03  2925-66-26  
   1.97045739746E+03   2.01800000000E+03  2925-71-54  
   2.05321118164E+03   2.09500000000E+03  2954-42-363 
   2.03189074707E+03   2.08800000000E+03  2954-56-23  
   2.02027258301E+03   2.07800000000E+03  2954-61-59  
   2.00967712402E+03   2.07700000000E+03  2954-66-27  
   2.03521166992E+03   2.04100000000E+03  2889-42-364 
   2.02805725098E+03   2.05600000000E+03  2889-48-336 
   2.01320544434E+03   2.05300000000E+03  2889-56-24  
   2.08125317383E+03   2.09200000000E+03  2880-22-18  
   2.07556274414E+03   2.08800000000E+03  2880-27-32  
   2.06091333008E+03   2.07600000000E+03  2880-38-1   
   2.05220117188E+03   2.07600000000E+03  2880-42-363 
   2.07689257812E+03   2.09100000000E+03  2893-1-274  
   2.07339184570E+03   2.08700000000E+03  2893-4-279  
   2.07253491211E+03   2.08400000000E+03  2893-5-285  
   2.06457128906E+03   2.07500000000E+03  2893-12-46  
   2.06196582031E+03   2.06900000000E+03  2893-17-19  
   2.06166186523E+03   2.06300000000E+03  2893-22-1   
   2.05597729492E+03   2.06200000000E+03  2893-27-32  
   2.05312988281E+03   2.06200000000E+03  2893-32-14  
   2.04006286621E+03   2.05500000000E+03  2893-38-1   
   2.01588940430E+03   2.02400000000E+03  2896-42-363 
   2.03726623535E+03   2.04900000000E+03  2853-42-364 
   2.02990466309E+03   2.05300000000E+03  2853-48-336 
   2.01472460938E+03   2.05200000000E+03  2853-56-24  
   1.99953784180E+03   2.04300000000E+03  2853-61-59  
   1.98588330078E+03   2.02500000000E+03  2853-66-27  
   1.98207800293E+03   2.01600000000E+03  2853-71-55  
   2.00075000000E+03   1.99200000000E+03  2858-42-363 
   1.99502587891E+03   2.00800000000E+03  2858-48-336 
   1.98196374512E+03   2.01700000000E+03  2858-56-24  
   1.96851599121E+03   2.00400000000E+03  2858-61-59  
   1.95459631348E+03   1.96900000000E+03  2858-66-27  
   1.95843017578E+03   1.97400000000E+03  2858-71-62  
   2.01747619629E+03   2.00900000000E+03  2904-2-1    
   2.02076843262E+03   2.00700000000E+03  2892-1-360  
   2.00905334473E+03   1.99500000000E+03  2892-7-65   
   2.00612854004E+03   1.98800000000E+03  2892-11-334 
   2.00737597656E+03   1.98400000000E+03  2892-16-318 
   2.00240856934E+03   1.98200000000E+03  2892-22-34  
   1.99835668945E+03   1.98600000000E+03  2892-27-32  
   1.99088793945E+03   1.98200000000E+03  2892-31-351 
   1.97782043457E+03   1.99600000000E+03  2892-36-50  
   1.94524340820E+03   1.98600000000E+03  2909-56-25  
   1.93522753906E+03   1.96000000000E+03  2909-61-59  
   1.92830395508E+03   1.93800000000E+03  2909-66-19  
   1.94378723145E+03   1.98400000000E+03  2911-56-25  
   1.93394226074E+03   1.96400000000E+03  2911-61-59  
   1.92730615234E+03   1.93700000000E+03  2911-66-19  
   1.93419104004E+03   1.94300000000E+03  2884-66-32  
   2.00620825195E+03   1.98000000000E+03  2865-8-91   
   1.96411999512E+03   1.98200000000E+03  2865-48-342 
   1.94782922363E+03   1.96100000000E+03  2848-66-32  
   1.96060485840E+03   1.98100000000E+03  2881-48-342 
   2.00671118164E+03   1.99700000000E+03  2859-8-121  
   1.78544653320E+03   1.81100000000E+03  2871-56-24  
   1.79952160645E+03   1.81600000000E+03  2871-61-59  
   1.81490319824E+03   1.82300000000E+03  2871-66-27  
   1.85538598633E+03   1.83600000000E+03  2811-17-6   
   1.83844775391E+03   1.82300000000E+03  2811-22-34  
   1.78082165527E+03   1.83200000000E+03  2811-56-24  
   1.79573645020E+03   1.83500000000E+03  2811-61-59  
   1.97026196289E+03   1.99400000000E+03  2834-48-342 
   1.97132653809E+03   1.99400000000E+03  2835-48-342 
   1.95635437012E+03   2.00600000000E+03  2835-56-24  
   1.98872985840E+03   1.98200000000E+03  2849-42-363 
   1.98485961914E+03   2.00300000000E+03  2849-48-336 
   1.97510986328E+03   2.01300000000E+03  2828-55-343 
   1.96256201172E+03   2.00000000000E+03  2828-61-38  
   1.94798132324E+03   1.96100000000E+03  2828-66-55  
   1.95140869141E+03   1.96300000000E+03  2828-71-365 
   2.02053771973E+03   2.00800000000E+03  2846-8-32   
   1.95900634766E+03   2.00500000000E+03  2847-56-24  
   2.03730346680E+03   2.01800000000E+03  2833-1-283  
   1.99759802246E+03   1.98300000000E+03  2821-43-27  
   1.98544726562E+03   1.99900000000E+03  2821-48-334 
   1.97154846191E+03   2.01100000000E+03  2821-56-23  
   1.96065393066E+03   1.99400000000E+03  2821-61-54  
   1.94274169922E+03   1.95300000000E+03  2821-66-13  
   2.04914282227E+03   2.03400000000E+03  2817-1-364  
   1.99010583496E+03   2.00100000000E+03  2805-48-334 
   1.97611914062E+03   2.01200000000E+03  2805-56-23  
   1.96465356445E+03   1.99400000000E+03  2805-61-53  
   1.94685083008E+03   1.95400000000E+03  2805-66-20  
   2.04697680664E+03   2.02500000000E+03  2798-8-32   
   2.00082714844E+03   2.00800000000E+03  2792-48-334 
   1.98611413574E+03   2.01900000000E+03  2792-56-23  
   1.97335253906E+03   2.00100000000E+03  2792-61-53  
   1.95561901855E+03   1.97200000000E+03  2792-66-20  
   2.05751464844E+03   2.04600000000E+03  2820-3-338  
   2.05772827148E+03   2.04700000000E+03  2820-6-224  
   2.05704003906E+03   2.03800000000E+03  2820-7-11   
   2.05063476562E+03   2.03700000000E+03  2820-12-46  
   2.05152661133E+03   2.03300000000E+03  2820-17-19  
   2.05004248047E+03   2.02900000000E+03  2820-22-17  
   2.04423864746E+03   2.03500000000E+03  2820-27-32  
   2.03882958984E+03   2.03200000000E+03  2820-31-351 
   2.02455664062E+03   2.03000000000E+03  2820-37-28  
   2.00695068359E+03   2.02000000000E+03  2820-48-334 
   1.99324462891E+03   2.03400000000E+03  2820-56-23  
   1.97891955566E+03   2.01600000000E+03  2820-60-319 
   1.96315625000E+03   1.97800000000E+03  2820-65-299 
   1.96424511719E+03   1.98500000000E+03  2820-71-365 
   2.00520349121E+03   2.02300000000E+03  2802-48-334 
   1.99400280762E+03   2.03900000000E+03  2802-56-23  
   1.98109802246E+03   2.02000000000E+03  2802-61-53  
   1.96395104980E+03   2.00700000000E+03  2802-66-20  
   2.05956469727E+03   2.04000000000E+03  2795-17-19  
   2.05712280273E+03   2.03700000000E+03  2795-22-17  
   2.04703796387E+03   2.04100000000E+03  2795-32-13  
   2.03016186523E+03   2.02800000000E+03  2795-37-345 
   2.01196801758E+03   2.03100000000E+03  2795-49-5   
   1.99828833008E+03   2.03700000000E+03  2795-55-343 
   1.96743627930E+03   1.99200000000E+03  2795-71-365 
   2.01589306641E+03   2.06200000000E+03  2722-61-53  
   2.01516479492E+03   2.06400000000E+03  2723-61-53  
   1.99682495117E+03   2.03700000000E+03  2723-66-20  
   2.04445629883E+03   2.06400000000E+03  2715-48-335 
   2.03036010742E+03   2.07700000000E+03  2715-56-23  
   2.01470129395E+03   2.05900000000E+03  2715-61-53  
   1.99592980957E+03   2.03400000000E+03  2715-66-20  
   2.09623925781E+03   2.08400000000E+03  2754-1-365  
   2.02443811035E+03   2.04500000000E+03  2764-48-334 
   2.00998730469E+03   2.05700000000E+03  2764-56-23  
   1.99568225098E+03   2.04000000000E+03  2764-61-53  
   1.97833044434E+03   2.01200000000E+03  2764-66-20  
   2.02777490234E+03   2.04700000000E+03  2732-48-335 
   2.01326928711E+03   2.06200000000E+03  2732-56-20  
   2.10035229492E+03   2.08700000000E+03  2739-1-360  
   2.08737597656E+03   2.07700000000E+03  2736-8-32   
   2.03604663086E+03   2.05400000000E+03  2724-48-334 
   2.02180834961E+03   2.06700000000E+03  2724-56-23  
   2.00737976074E+03   2.05300000000E+03  2724-61-53  
   1.98886181641E+03   2.02700000000E+03  2724-66-20  
   2.02266577148E+03   2.00800000000E+03  2737-42-363 
   2.08455297852E+03   2.06900000000E+03  2717-2-1    
   2.07637036133E+03   2.05700000000E+03  2716-8-32   
   2.04792626953E+03   2.01400000000E+03  2727-11-121 
   1.87004724121E+03   1.86100000000E+03  2789-12-271 
   2.08117236328E+03   2.05600000000E+03  2696-1-364  
   2.07412695312E+03   2.04100000000E+03  2696-6-341  
   2.06561572266E+03   2.03500000000E+03  2696-11-334 
   2.06517016602E+03   2.03100000000E+03  2696-16-313 
   2.06254736328E+03   2.03100000000E+03  2696-22-34  
   2.01916662598E+03   1.99900000000E+03  2708-48-337 
   2.00515466309E+03   1.99500000000E+03  2708-56-19  
   1.97369189453E+03   1.98300000000E+03  2708-66-28  
   2.06255395508E+03   2.04700000000E+03  2701-32-43  
   2.03615307617E+03   2.02900000000E+03  2701-42-363 
   2.01242895508E+03   2.05500000000E+03  2701-56-19  
   2.04907446289E+03   2.09900000000E+03  2668-42-363 
   2.02453381348E+03   2.09500000000E+03  2668-56-19  
   2.00834082031E+03   2.09100000000E+03  2668-61-52  
   1.99215869141E+03   2.08700000000E+03  2668-66-35  
   2.10930322266E+03   2.09500000000E+03  2681-8-32   
   2.05147167969E+03   2.07400000000E+03  2678-48-335 
   2.03605358887E+03   2.09600000000E+03  2678-56-23  
   2.02029382324E+03   2.07100000000E+03  2678-61-54  
   2.00095629883E+03   2.04600000000E+03  2678-66-20  
   1.98918322754E+03   2.03600000000E+03  2690-66-55  
   2.10136889648E+03   2.09000000000E+03  2692-2-1    
   2.08252392578E+03   2.08400000000E+03  2676-43-27  
   2.07157250977E+03   2.08200000000E+03  2676-48-335 
   2.05247558594E+03   2.09000000000E+03  2676-56-23  
   2.03368798828E+03   2.07300000000E+03  2676-61-53  
   2.01511938477E+03   2.05700000000E+03  2676-66-13  
   2.05555908203E+03   2.07200000000E+03  2705-48-335 
   2.03825476074E+03   2.08400000000E+03  2705-56-23  
   2.02243530273E+03   2.06700000000E+03  2705-61-54  
   2.00283239746E+03   2.04100000000E+03  2705-66-18  
   2.05897436523E+03   2.06800000000E+03  2707-43-27  
   2.05076635742E+03   2.06700000000E+03  2707-48-335 
   2.03527185059E+03   2.08000000000E+03  2707-56-23  
   2.01925439453E+03   2.06200000000E+03  2707-61-53  
   2.00010522461E+03   2.03600000000E+03  2707-66-20  
   2.05078686523E+03   2.06800000000E+03  2689-48-335 
   2.03455187988E+03   2.08400000000E+03  2689-56-20  
   2.07772924805E+03   2.08900000000E+03  2656-43-27  
   2.06784667969E+03   2.08600000000E+03  2656-48-334 
   2.05051293945E+03   2.11000000000E+03  2656-56-23  
   2.03333154297E+03   2.08300000000E+03  2656-61-53  
   2.01419458008E+03   2.05800000000E+03  2656-66-20  
   2.10364428711E+03   2.09700000000E+03  2674-33-76  
   2.35162988281E+03   2.36100000000E+03  2973-56-19  
   2.32258105469E+03   2.34500000000E+03  2973-66-32  
   2.31026953125E+03   2.32600000000E+03  2973-71-56  
   2.36897485352E+03   2.35300000000E+03  2977-38-91  
   2.36578344727E+03   2.36100000000E+03  2977-43-6   
   2.36478393555E+03   2.30300000000E+03  2977-48-335 
   2.32589404297E+03   2.34000000000E+03  2977-66-32  
   2.22299829102E+03   2.21800000000E+03  2991-42-362 
   2.21873974609E+03   2.21700000000E+03  2991-48-334 
   2.21119213867E+03   2.21500000000E+03  2991-56-27  
   2.20340991211E+03   2.21200000000E+03  2991-61-59  
   2.19466992188E+03   2.20800000000E+03  2991-66-25  
   2.18579223633E+03   2.20100000000E+03  2991-71-57  
   2.19699365234E+03   2.19500000000E+03  2966-42-362 
   2.07028002930E+03   2.07900000000E+03  2932-42-362 
   2.06275341797E+03   2.07800000000E+03  2932-48-336 
   2.04748449707E+03   2.07300000000E+03  2932-56-24  
   2.10141528320E+03   2.12600000000E+03  2914-42-357 
   2.09250122070E+03   2.11900000000E+03  2914-48-365 
   2.07216845703E+03   2.10600000000E+03  2914-55-342 
   2.05806298828E+03   2.10000000000E+03  2914-61-38  
   2.04437963867E+03   2.09100000000E+03  2914-66-40  
   2.03018811035E+03   2.07600000000E+03  2914-71-335 
   2.10769995117E+03   2.11900000000E+03  2940-55-342 
   2.13906372070E+03   2.13500000000E+03  2917-42-365 
   2.13160742188E+03   2.13200000000E+03  2917-48-336 
   2.11348315430E+03   2.11900000000E+03  2917-56-26  
   2.10067846680E+03   2.10200000000E+03  2917-61-59  
   2.08789672852E+03   2.10800000000E+03  2917-66-27  
   2.07543920898E+03   2.09700000000E+03  2917-71-55  
   2.17776074219E+03   2.16400000000E+03  2924-42-362 
   2.33644506836E+03   2.33700000000E+03  2930-36-43  
   2.31694433594E+03   2.34500000000E+03  2930-56-27  
   2.28150048828E+03   2.29200000000E+03  2930-66-33  
   2.26862915039E+03   2.27300000000E+03  2930-71-56  
   2.40248608398E+03   2.41400000000E+03  2929-42-357 
   2.40108081055E+03   2.42700000000E+03  2929-48-355 
   2.38676806641E+03   2.42800000000E+03  2929-55-342 
   2.36753320312E+03   2.39500000000E+03  2929-60-362 
   2.33583593750E+03   2.34500000000E+03  2929-66-1   
   2.32489697266E+03   2.32300000000E+03  2929-71-335 
   2.30676708984E+03   2.31400000000E+03  2888-43-6   
   2.29778588867E+03   2.31200000000E+03  2888-48-334 
   2.27878588867E+03   2.31200000000E+03  2888-56-26  
   2.24540917969E+03   2.26800000000E+03  2888-66-32  
   2.23118847656E+03   2.24800000000E+03  2888-71-56  
   2.30159277344E+03   2.31000000000E+03  2856-32-84  
   2.30049487305E+03   2.28900000000E+03  2852-43-5   
   2.27913598633E+03   2.28600000000E+03  2852-56-19  
   2.24873608398E+03   2.25100000000E+03  2852-66-35  
   2.23302490234E+03   2.22900000000E+03  2852-71-56  
   2.32696215820E+03   2.32200000000E+03  2869-43-8   
   2.32323535156E+03   2.32200000000E+03  2869-48-334 
   2.30784667969E+03   2.32500000000E+03  2869-56-24  
   2.19037866211E+03   2.16900000000E+03  2899-42-362 
   2.18519091797E+03   2.16500000000E+03  2899-48-338 
   2.19021142578E+03   2.17200000000E+03  2903-33-257 
   2.16507373047E+03   2.14900000000E+03  2908-42-357 
   2.15849511719E+03   2.14500000000E+03  2908-48-356 
   2.14001977539E+03   2.13000000000E+03  2908-55-342 
   2.11328051758E+03   2.11800000000E+03  2908-66-26  
   2.09879150391E+03   2.10300000000E+03  2908-71-335 
   2.06787817383E+03   2.09800000000E+03  2879-55-342 
   2.05390380859E+03   2.09400000000E+03  2879-61-40  
   2.04082763672E+03   2.08700000000E+03  2879-66-19  
   2.02542395020E+03   2.07100000000E+03  2879-71-335 
   2.08422412109E+03   2.11100000000E+03  2878-66-26  
   2.06786206055E+03   2.09400000000E+03  2878-71-335 
   2.13551660156E+03   2.16800000000E+03  2897-1-274  
   2.13318139648E+03   2.16300000000E+03  2897-6-284  
   2.12696020508E+03   2.15600000000E+03  2898-11-34  
   2.12099877930E+03   2.14700000000E+03  2898-16-361 
   2.10593945312E+03   2.12000000000E+03  2898-37-33  
   2.06327783203E+03   2.09000000000E+03  2882-43-32  
   2.05585253906E+03   2.08800000000E+03  2882-48-365 
   2.03913745117E+03   2.07900000000E+03  2882-55-342 
   2.02444934082E+03   2.07300000000E+03  2882-61-38  
   2.01137036133E+03   2.06100000000E+03  2882-66-40  
   2.00231445312E+03   2.04800000000E+03  2882-71-335 
   2.08503857422E+03   2.08500000000E+03  2870-33-274 
   2.09916503906E+03   2.11000000000E+03  2862-33-135 
   2.02942785645E+03   2.07700000000E+03  2824-66-31  
   2.01946020508E+03   2.06900000000E+03  2824-71-54  
   2.11018139648E+03   2.13400000000E+03  2807-49-5   
   2.08662890625E+03   2.11200000000E+03  2807-55-342 
   2.03798791504E+03   2.07800000000E+03  2807-71-62  
   2.05429125977E+03   2.08100000000E+03  2797-71-62  
   2.17139697266E+03   2.16700000000E+03  2845-66-35  
   2.15637036133E+03   2.15400000000E+03  2845-71-62  
   2.22595410156E+03   2.22500000000E+03  2841-1-274  
   2.22469433594E+03   2.22100000000E+03  2841-6-284  
   2.22237133789E+03   2.21600000000E+03  2841-11-34  
   2.21713061523E+03   2.20400000000E+03  2841-16-361 
   2.19569604492E+03   2.17400000000E+03  2841-38-91  
   2.19399414062E+03   2.17300000000E+03  2841-39-91  
   2.19157568359E+03   2.17200000000E+03  2841-42-364 
   2.18358544922E+03   2.16700000000E+03  2841-48-336 
   2.11792211914E+03   2.14100000000E+03  2815-56-24  
   2.17266772461E+03   2.18200000000E+03  2801-33-52  
   2.24873901367E+03   2.20600000000E+03  2844-43-6   
   2.23822192383E+03   2.20000000000E+03  2844-48-334 
   2.21995434570E+03   2.19700000000E+03  2844-56-19  
   2.18999975586E+03   2.18900000000E+03  2844-66-34  
   2.17577661133E+03   2.23200000000E+03  2844-71-61  
   2.20444360352E+03   2.21300000000E+03  2819-56-17  
   2.23332714844E+03   2.18700000000E+03  2825-56-19  
   2.20568017578E+03   2.21500000000E+03  2825-66-35  
   2.19492675781E+03   2.14900000000E+03  2794-33-62  
   2.17261206055E+03   2.19500000000E+03  2791-42-356 
   2.16566821289E+03   2.17100000000E+03  2791-48-337 
   2.12364868164E+03   2.16000000000E+03  2791-61-61  
   2.10721777344E+03   2.14600000000E+03  2791-66-26  
   2.21107714844E+03   2.22200000000E+03  2806-42-356 
   2.20262988281E+03   2.21400000000E+03  2806-48-337 
   2.31830273438E+03   2.29300000000E+03  2840-43-5   
   2.31475781250E+03   2.29400000000E+03  2840-48-334 
   2.29931494141E+03   2.29100000000E+03  2840-56-19  
   2.28560156250E+03   2.27800000000E+03  2840-61-56  
   2.26898681641E+03   2.25700000000E+03  2840-66-32  
   2.22438037109E+03   2.23600000000E+03  2827-66-32  
   2.20483227539E+03   2.21300000000E+03  2827-71-61  
   2.19635864258E+03   2.21000000000E+03  2813-66-26  
   2.16899365234E+03   2.17800000000E+03  2813-71-323 
   2.23704467773E+03   2.23200000000E+03  2814-42-357 
   2.21399291992E+03   2.22200000000E+03  2814-55-342 
   2.20038623047E+03   2.21500000000E+03  2814-61-35  
   2.18768603516E+03   2.20000000000E+03  2814-66-26  
   2.23844873047E+03   2.23100000000E+03  2804-42-357 
   2.21452661133E+03   2.22200000000E+03  2804-55-342 
   2.19999707031E+03   2.21400000000E+03  2804-61-35  
   2.18522387695E+03   2.19900000000E+03  2804-66-26  
   2.28391455078E+03   2.31100000000E+03  2812-42-335 
   2.27463476562E+03   2.30700000000E+03  2812-48-355 
   2.26530102539E+03   2.30300000000E+03  2812-55-342 
   2.25352539062E+03   2.29500000000E+03  2812-61-35  
   2.21662670898E+03   2.24700000000E+03  2812-71-323 
   2.19401660156E+03   2.20700000000E+03  2765-42-357 
   2.17306811523E+03   2.20000000000E+03  2765-48-355 
   2.17735058594E+03   2.19700000000E+03  2765-55-342 
   2.16605786133E+03   2.19200000000E+03  2765-61-35  
   2.15470117188E+03   2.18000000000E+03  2765-66-26  
   2.12899243164E+03   2.15600000000E+03  2765-71-323 
   2.21259204102E+03   2.23500000000E+03  2728-8-69   
   2.15602392578E+03   2.19300000000E+03  2719-42-357 
   2.14719726562E+03   2.18800000000E+03  2719-48-356 
   2.12622045898E+03   2.18100000000E+03  2719-55-343 
   2.18312451172E+03   2.20000000000E+03  2726-42-357 
   2.17165649414E+03   2.19300000000E+03  2726-48-355 
   2.16236083984E+03   2.19000000000E+03  2726-55-342 
   2.14910913086E+03   2.18500000000E+03  2726-61-35  
   2.13636474609E+03   2.17300000000E+03  2726-66-26  
   2.11226269531E+03   2.15100000000E+03  2726-71-323 
   2.05241040039E+03   2.07900000000E+03  2784-71-62  
   2.11264599609E+03   2.14600000000E+03  2730-56-24  
   2.09343969727E+03   2.13800000000E+03  2730-61-54  
   2.07563256836E+03   2.12100000000E+03  2730-66-18  
   2.17827978516E+03   2.17600000000E+03  2781-16-361 
   2.17351757812E+03   2.17400000000E+03  2782-17-7   
   2.04763354492E+03   2.07700000000E+03  2782-71-62  
   2.12387377930E+03   2.12100000000E+03  2762-48-338 
   2.09708374023E+03   2.11800000000E+03  2785-56-23  
   2.06138305664E+03   2.08600000000E+03  2785-66-19  
   2.09402807617E+03   2.11600000000E+03  2757-56-24  
   2.05774194336E+03   2.08600000000E+03  2757-66-19  
   2.08930932617E+03   2.11400000000E+03  2763-56-24  
   2.05287890625E+03   2.08000000000E+03  2763-66-19  
   2.08806713867E+03   2.12200000000E+03  2729-56-24  
   2.04999096680E+03   2.08800000000E+03  2729-66-18  
   2.16727319336E+03   2.16900000000E+03  2720-16-298 
   2.16339672852E+03   2.16200000000E+03  2720-22-31  
   2.06138354492E+03   2.08800000000E+03  2706-66-35  
   2.10003784180E+03   2.14100000000E+03  2710-56-24  
   2.06748901367E+03   2.09400000000E+03  2755-56-23  
   2.04831079102E+03   2.08400000000E+03  2755-61-54  
   2.03143920898E+03   2.07400000000E+03  2755-66-18  
   2.15167456055E+03   2.23700000000E+03  2735-1-365  
   2.09439501953E+03   2.09200000000E+03  2778-33-182 
   2.10118823242E+03   2.10500000000E+03  2759-34-121 
   2.01358190918E+03   2.05100000000E+03  2738-66-26  
   2.00649121094E+03   2.05300000000E+03  2738-71-348 
   2.13602783203E+03   2.10700000000E+03  2733-10-280 
   2.12666284180E+03   2.09400000000E+03  2733-22-19  
   2.09414892578E+03   2.08700000000E+03  2733-42-362 
   2.08336230469E+03   2.08500000000E+03  2733-48-362 
   2.06335229492E+03   2.08200000000E+03  2733-55-342 
   2.04356201172E+03   2.07100000000E+03  2733-61-38  
   2.02598278809E+03   2.05000000000E+03  2733-66-40  
   2.01632336426E+03   2.04500000000E+03  2733-71-348 
   2.07768945312E+03   2.08500000000E+03  2698-49-8   
   2.05822314453E+03   2.09200000000E+03  2698-55-342 
   2.03825207520E+03   2.09100000000E+03  2698-61-10  
   2.01218408203E+03   2.05300000000E+03  2698-71-348 
   2.09328222656E+03   2.09300000000E+03  2665-42-362 
   2.08087573242E+03   2.09100000000E+03  2665-48-362 
   2.06191259766E+03   2.09800000000E+03  2665-55-342 
   2.04303271484E+03   2.08600000000E+03  2665-61-4   
   2.02369702148E+03   2.05600000000E+03  2665-66-26  
   2.01593933105E+03   2.06100000000E+03  2665-71-348 
   2.15401245117E+03   2.13400000000E+03  2664-1-360  
   2.14937524414E+03   2.12500000000E+03  2664-6-341  
   2.10340893555E+03   2.09400000000E+03  2662-42-362 
   2.09129687500E+03   2.09100000000E+03  2662-48-361 
   2.06903393555E+03   2.09400000000E+03  2662-55-342 
   2.02190283203E+03   2.05700000000E+03  2662-71-348 
   2.06903393555E+03   2.09300000000E+03  2659-55-342 
   2.04914477539E+03   2.06300000000E+03  2659-61-11  
   2.03060119629E+03   2.05700000000E+03  2659-66-26  
   2.02190283203E+03   2.06000000000E+03  2659-71-348 
   2.16394726562E+03   2.10000000000E+03  2658-1-92   
   2.15349682617E+03   2.14100000000E+03  2742-17-3   
   2.14963159180E+03   2.14000000000E+03  2742-22-1   
   2.12635302734E+03   2.12300000000E+03  2742-38-91  
   2.08267724609E+03   2.10700000000E+03  2742-56-24  
   2.06203564453E+03   2.09300000000E+03  2742-61-54  
   2.04392553711E+03   2.06800000000E+03  2742-66-31  
   2.03289721680E+03   2.06400000000E+03  2742-71-62  
   2.10470019531E+03   2.09300000000E+03  2683-42-362 
   2.09275390625E+03   2.09000000000E+03  2683-48-362 
   2.07165332031E+03   2.08100000000E+03  2683-55-342 
   2.05133666992E+03   2.07900000000E+03  2683-61-32  
   2.03277233887E+03   2.05300000000E+03  2683-66-40  
   2.16549243164E+03   2.15700000000E+03  2686-1-274  
   2.16147070312E+03   2.15000000000E+03  2686-6-283  
   2.15249267578E+03   2.13700000000E+03  2686-10-280 
   2.15893066406E+03   2.11100000000E+03  2666-1-274  
   2.15436425781E+03   2.10100000000E+03  2666-6-283  
   2.15632080078E+03   2.14000000000E+03  2670-17-3   
   2.15194189453E+03   2.13800000000E+03  2670-22-31  
   2.14312890625E+03   2.12900000000E+03  2670-31-351 
   2.13555957031E+03   2.12600000000E+03  2670-36-50  
   2.12073657227E+03   2.11600000000E+03  2670-42-352 
   2.08640942383E+03   2.10800000000E+03  2670-56-24  
   2.06610937500E+03   2.09100000000E+03  2670-61-54  
   2.04726574707E+03   2.06300000000E+03  2670-66-33  
   2.03684130859E+03   2.07000000000E+03  2670-71-62  
   2.18689404297E+03   2.19400000000E+03  2703-36-244 
   2.16867724609E+03   2.18900000000E+03  2703-48-355 
   2.15354345703E+03   2.18400000000E+03  2703-55-343 
   2.14017407227E+03   2.18000000000E+03  2703-61-35  
   2.12667065430E+03   2.17800000000E+03  2703-66-19  
   2.10374731445E+03   2.14700000000E+03  2703-71-323 
   2.08241723633E+03   2.15900000000E+03  2680-71-61  
   2.15581250000E+03   2.18800000000E+03  2704-42-335 
   2.14750708008E+03   2.18400000000E+03  2704-48-356 
   2.14902416992E+03   2.17000000000E+03  2672-42-356 
   2.08561938477E+03   2.15400000000E+03  2672-66-33  
   2.07241406250E+03   2.14200000000E+03  2672-71-63  
   2.15761230469E+03   2.15800000000E+03  2657-42-356 
   2.09892089844E+03   2.15200000000E+03  2657-66-33  
   2.16614941406E+03   2.19700000000E+03  2685-42-356 
   2.15888281250E+03   2.19300000000E+03  2685-48-355 
   2.13985888672E+03   2.18600000000E+03  2685-55-343 
   2.12583349609E+03   2.18300000000E+03  2685-61-35  
   2.11062695312E+03   2.17300000000E+03  2685-66-26  
   2.09417773438E+03   2.15400000000E+03  2685-71-323 
   2.57811254883E+03   2.63200000000E+03  2983-16-361 
   2.59083593750E+03   2.61000000000E+03  2983-22-31  
   2.60201147461E+03   2.61800000000E+03  2983-27-11  
   2.57670092773E+03   2.56700000000E+03  2980-43-8   
   2.57234155273E+03   2.58100000000E+03  2980-48-334 
   2.56394482422E+03   2.58100000000E+03  2980-56-24  
   2.52579711914E+03   2.52500000000E+03  2990-16-361 
   2.54703686523E+03   2.54400000000E+03  2990-48-337 
   2.53662304688E+03   2.56200000000E+03  2990-56-24  
   2.50431713867E+03   2.54500000000E+03  2956-2-85   
   2.50209765625E+03   2.53000000000E+03  2956-6-284  
   2.50286914062E+03   2.51100000000E+03  2956-12-261 
   2.50458691406E+03   2.52000000000E+03  2956-16-133 
   2.52690502930E+03   2.51300000000E+03  2956-26-124 
   2.51958374023E+03   2.52000000000E+03  2956-37-34  
   2.52960839844E+03   2.53700000000E+03  2956-43-5   
   2.52520190430E+03   2.55100000000E+03  2956-48-334 
   2.51549853516E+03   2.55300000000E+03  2956-56-27  
   2.48750000000E+03   2.49500000000E+03  2956-66-35  
   2.46805273438E+03   2.50000000000E+03  2956-71-12  
   2.46431787109E+03   2.51300000000E+03  2956-71-365 
   2.42908715820E+03   2.42900000000E+03  2931-11-62  
   2.43107226562E+03   2.42000000000E+03  2931-16-361 
   2.43783349609E+03   2.41500000000E+03  2931-22-31  
   1.75254943848E+03   1.73100000000E+03  2635-56-25  
   1.84304077148E+03   1.83300000000E+03  2595-16-355 
   1.75002990723E+03   1.72100000000E+03  2595-48-349 
   1.76088000488E+03   1.72800000000E+03  2595-55-355 
   1.76421203613E+03   1.73300000000E+03  2595-61-4   
   1.76742236328E+03   1.74300000000E+03  2595-66-47  
   1.77136694336E+03   1.75300000000E+03  2595-71-5   
   1.77453039551E+03   1.75500000000E+03  2595-71-365 
   1.75226416016E+03   1.72500000000E+03  2594-48-350 
   1.76338598633E+03   1.73200000000E+03  2594-55-355 
   1.76938891602E+03   1.74600000000E+03  2594-66-47  
   1.77334643555E+03   1.75700000000E+03  2594-71-5   
   1.77643139648E+03   1.76000000000E+03  2594-71-365 
   1.76800500488E+03   1.74600000000E+03  2599-66-47  
