"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   2.30134936523E+03   2.22200000000E+03  2806-42-356 
   2.30624560547E+03   2.21400000000E+03  2806-48-337 
   2.37471801758E+03   2.29300000000E+03  2840-43-5   
   2.38038940430E+03   2.29400000000E+03  2840-48-334 
   2.38277880859E+03   2.29100000000E+03  2840-56-19  
   2.38253051758E+03   2.27800000000E+03  2840-61-56  
   2.38627563477E+03   2.25700000000E+03  2840-66-32  
   2.35360400391E+03   2.23600000000E+03  2827-66-32  
   2.35484838867E+03   2.21300000000E+03  2827-71-61  
   2.33208154297E+03   2.21000000000E+03  2813-66-26  
   2.33331250000E+03   2.17800000000E+03  2813-71-323 
   2.31755175781E+03   2.23200000000E+03  2814-42-357 
   2.32465356445E+03   2.22200000000E+03  2814-55-342 
   2.32508935547E+03   2.21500000000E+03  2814-61-35  
   2.32757788086E+03   2.20000000000E+03  2814-66-26  
   2.32015136719E+03   2.23100000000E+03  2804-42-357 
   2.32704296875E+03   2.22200000000E+03  2804-55-342 
   2.32742773438E+03   2.21400000000E+03  2804-61-35  
   2.32992822266E+03   2.19900000000E+03  2804-66-26  
   2.34783789062E+03   2.31100000000E+03  2812-42-335 
   2.35325268555E+03   2.30700000000E+03  2812-48-355 
   2.35534155273E+03   2.30300000000E+03  2812-55-342 
   2.35606054688E+03   2.29500000000E+03  2812-61-35  
   2.36000317383E+03   2.24700000000E+03  2812-71-323 
   2.29059643555E+03   2.20700000000E+03  2765-42-357 
   2.29673803711E+03   2.20000000000E+03  2765-48-355 
   2.29693530273E+03   2.19700000000E+03  2765-55-342 
   2.29780249023E+03   2.19200000000E+03  2765-61-35  
   2.29929370117E+03   2.18000000000E+03  2765-66-26  
   2.30086645508E+03   2.15600000000E+03  2765-71-323 
   2.25282885742E+03   2.23500000000E+03  2728-8-69   
   2.26330322266E+03   2.19300000000E+03  2719-42-357 
   2.26772656250E+03   2.18800000000E+03  2719-48-356 
   2.26731420898E+03   2.18100000000E+03  2719-55-343 
   2.28198999023E+03   2.20000000000E+03  2726-42-357 
   2.28776757812E+03   2.19300000000E+03  2726-48-355 
   2.28766723633E+03   2.19000000000E+03  2726-55-342 
   2.28847802734E+03   2.18500000000E+03  2726-61-35  
   2.28988159180E+03   2.17300000000E+03  2726-66-26  
   2.29136279297E+03   2.15100000000E+03  2726-71-323 
   2.26186816406E+03   2.07900000000E+03  2784-71-62  
   2.26180664062E+03   2.14600000000E+03  2730-56-24  
   2.26180590820E+03   2.13800000000E+03  2730-61-54  
   2.26343603516E+03   2.12100000000E+03  2730-66-18  
   2.23926464844E+03   2.17600000000E+03  2781-16-361 
   2.23593383789E+03   2.17400000000E+03  2782-17-7   
   2.25655371094E+03   2.07700000000E+03  2782-71-62  
   2.25597314453E+03   2.12100000000E+03  2762-48-338 
   2.25300781250E+03   2.11800000000E+03  2785-56-23  
   2.25452294922E+03   2.08600000000E+03  2785-66-19  
   2.25192749023E+03   2.11600000000E+03  2757-56-24  
   2.25335327148E+03   2.08600000000E+03  2757-66-19  
   2.24421533203E+03   2.11400000000E+03  2763-56-24  
   2.24527124023E+03   2.08000000000E+03  2763-66-19  
   2.24150146484E+03   2.12200000000E+03  2729-56-24  
   2.24228271484E+03   2.08800000000E+03  2729-66-18  
   2.23013720703E+03   2.16900000000E+03  2720-16-298 
   2.23315136719E+03   2.16200000000E+03  2720-22-31  
   2.25010278320E+03   2.08800000000E+03  2706-66-35  
   2.24906542969E+03   2.14100000000E+03  2710-56-24  
   2.22269335938E+03   2.09400000000E+03  2755-56-23  
   2.22156835938E+03   2.08400000000E+03  2755-61-54  
   2.22248217773E+03   2.07400000000E+03  2755-66-18  
   2.20084936523E+03   2.23700000000E+03  2735-1-365  
   2.20105175781E+03   2.09200000000E+03  2778-33-182 
   2.20650317383E+03   2.10500000000E+03  2759-34-121 
   2.20969409180E+03   2.05100000000E+03  2738-66-26  
   2.21297021484E+03   2.05300000000E+03  2738-71-348 
   2.19995312500E+03   2.10700000000E+03  2733-10-280 
   2.20551684570E+03   2.09400000000E+03  2733-22-19  
   2.22000097656E+03   2.08700000000E+03  2733-42-362 
   2.22058642578E+03   2.08500000000E+03  2733-48-362 
   2.21912060547E+03   2.08200000000E+03  2733-55-342 
   2.21769873047E+03   2.07100000000E+03  2733-61-38  
   2.21847387695E+03   2.05000000000E+03  2733-66-40  
   2.22126220703E+03   2.04500000000E+03  2733-71-348 
   2.21707861328E+03   2.08500000000E+03  2698-49-8   
   2.21576513672E+03   2.09200000000E+03  2698-55-342 
   2.21400976562E+03   2.09100000000E+03  2698-61-10  
   2.21768579102E+03   2.05300000000E+03  2698-71-348 
   2.21688940430E+03   2.09300000000E+03  2665-42-362 
   2.21633154297E+03   2.09100000000E+03  2665-48-362 
   2.21546728516E+03   2.09800000000E+03  2665-55-342 
   2.21350805664E+03   2.08600000000E+03  2665-61-4   
   2.21382836914E+03   2.05600000000E+03  2665-66-26  
   2.21701831055E+03   2.06100000000E+03  2665-71-348 
   2.19936108398E+03   2.13400000000E+03  2664-1-360  
   2.20130273438E+03   2.12500000000E+03  2664-6-341  
   2.22207812500E+03   2.09400000000E+03  2662-42-362 
   2.22210888672E+03   2.09100000000E+03  2662-48-361 
   2.22144067383E+03   2.09400000000E+03  2662-55-342 
   2.22307153320E+03   2.05700000000E+03  2662-71-348 
   2.22144067383E+03   2.09300000000E+03  2659-55-342 
   2.21991162109E+03   2.06300000000E+03  2659-61-11  
   2.22018286133E+03   2.05700000000E+03  2659-66-26  
   2.22307153320E+03   2.06000000000E+03  2659-71-348 
   2.20622265625E+03   2.10000000000E+03  2658-1-92   
   2.22050415039E+03   2.14100000000E+03  2742-17-3   
   2.22241772461E+03   2.14000000000E+03  2742-22-1   
   2.22972778320E+03   2.12300000000E+03  2742-38-91  
   2.23405932617E+03   2.10700000000E+03  2742-56-24  
   2.23339868164E+03   2.09300000000E+03  2742-61-54  
   2.23420410156E+03   2.06800000000E+03  2742-66-31  
   2.23599731445E+03   2.06400000000E+03  2742-71-62  
   2.22456542969E+03   2.09300000000E+03  2683-42-362 
   2.22494970703E+03   2.09000000000E+03  2683-48-362 
   2.22399560547E+03   2.08100000000E+03  2683-55-342 
   2.22271997070E+03   2.07900000000E+03  2683-61-32  
   2.22319360352E+03   2.05300000000E+03  2683-66-40  
   2.20956469727E+03   2.15700000000E+03  2686-1-274  
   2.21040039062E+03   2.15000000000E+03  2686-6-283  
   2.21113085938E+03   2.13700000000E+03  2686-10-280 
   2.20317651367E+03   2.11100000000E+03  2666-1-274  
   2.20447216797E+03   2.10100000000E+03  2666-6-283  
   2.22244384766E+03   2.14000000000E+03  2670-17-3   
   2.22404638672E+03   2.13800000000E+03  2670-22-31  
   2.22916210938E+03   2.12900000000E+03  2670-31-351 
   2.22957739258E+03   2.12600000000E+03  2670-36-50  
   2.23392407227E+03   2.11600000000E+03  2670-42-352 
   2.23433032227E+03   2.10800000000E+03  2670-56-24  
   2.23374633789E+03   2.09100000000E+03  2670-61-54  
   2.23419384766E+03   2.06300000000E+03  2670-66-33  
   2.23609960938E+03   2.07000000000E+03  2670-71-62  
   2.27386962891E+03   2.19400000000E+03  2703-36-244 
   2.28130102539E+03   2.18900000000E+03  2703-48-355 
   2.28096557617E+03   2.18400000000E+03  2703-55-343 
   2.28180346680E+03   2.18000000000E+03  2703-61-35  
   2.28298291016E+03   2.17800000000E+03  2703-66-19  
   2.28440332031E+03   2.14700000000E+03  2703-71-323 
   2.27108374023E+03   2.15900000000E+03  2680-71-61  
   2.26301855469E+03   2.18800000000E+03  2704-42-335 
   2.26752734375E+03   2.18400000000E+03  2704-48-356 
   2.25547753906E+03   2.17000000000E+03  2672-42-356 
   2.25977856445E+03   2.15400000000E+03  2672-66-33  
   2.26124438477E+03   2.14200000000E+03  2672-71-63  
   2.26217407227E+03   2.15800000000E+03  2657-42-356 
   2.26699145508E+03   2.15200000000E+03  2657-66-33  
   2.26900268555E+03   2.19700000000E+03  2685-42-356 
   2.27342456055E+03   2.19300000000E+03  2685-48-355 
   2.27327050781E+03   2.18600000000E+03  2685-55-343 
   2.27413525391E+03   2.18300000000E+03  2685-61-35  
   2.27509326172E+03   2.17300000000E+03  2685-66-26  
   2.27634887695E+03   2.15400000000E+03  2685-71-323 
   2.58868554688E+03   2.63200000000E+03  2983-16-361 
   2.60136206055E+03   2.61000000000E+03  2983-22-31  
   2.61338159180E+03   2.61800000000E+03  2983-27-11  
   2.59716162109E+03   2.56700000000E+03  2980-43-8   
   2.59773022461E+03   2.58100000000E+03  2980-48-334 
   2.60006835938E+03   2.58100000000E+03  2980-56-24  
   2.53877954102E+03   2.52500000000E+03  2990-16-361 
   2.57728100586E+03   2.54400000000E+03  2990-48-337 
   2.57931420898E+03   2.56200000000E+03  2990-56-24  
   2.51818310547E+03   2.54500000000E+03  2956-2-85   
   2.51607177734E+03   2.53000000000E+03  2956-6-284  
   2.51684252930E+03   2.51100000000E+03  2956-12-261 
   2.51856933594E+03   2.52000000000E+03  2956-16-133 
   2.54234423828E+03   2.51300000000E+03  2956-26-124 
   2.54140771484E+03   2.52000000000E+03  2956-37-34  
   2.55465649414E+03   2.53700000000E+03  2956-43-5   
   2.55534423828E+03   2.55100000000E+03  2956-48-334 
   2.55737158203E+03   2.55300000000E+03  2956-56-27  
   2.56269482422E+03   2.49500000000E+03  2956-66-35  
   2.56199804688E+03   2.50000000000E+03  2956-71-12  
   2.56102685547E+03   2.51300000000E+03  2956-71-365 
   2.44754296875E+03   2.42900000000E+03  2931-11-62  
   2.44995581055E+03   2.42000000000E+03  2931-16-361 
   2.45786376953E+03   2.41500000000E+03  2931-22-31  
   1.90619360352E+03   1.73100000000E+03  2635-56-25  
   1.85721630859E+03   1.83300000000E+03  2595-16-355 
   1.90182666016E+03   1.72100000000E+03  2595-48-349 
   1.90909570312E+03   1.72800000000E+03  2595-55-355 
   1.91274475098E+03   1.73300000000E+03  2595-61-4   
   1.91630639648E+03   1.74300000000E+03  2595-66-47  
   1.93490942383E+03   1.75300000000E+03  2595-71-5   
   1.94106567383E+03   1.75500000000E+03  2595-71-365 
   1.90213366699E+03   1.72500000000E+03  2594-48-350 
   1.90979187012E+03   1.73200000000E+03  2594-55-355 
   1.91770507812E+03   1.74600000000E+03  2594-66-47  
   1.93797399902E+03   1.75700000000E+03  2594-71-5   
   1.94438525391E+03   1.76000000000E+03  2594-71-365 
   1.91618798828E+03   1.74600000000E+03  2599-66-47  
   1.93396813965E+03   1.75600000000E+03  2599-71-5   
   1.94012219238E+03   1.75800000000E+03  2599-71-365 
   1.88933129883E+03   1.71300000000E+03  2596-42-351 
   1.90187268066E+03   1.72100000000E+03  2596-48-349 
   1.90872216797E+03   1.72800000000E+03  2596-55-355 
   1.91209216309E+03   1.73300000000E+03  2596-61-4   
   1.91527478027E+03   1.74200000000E+03  2596-66-34  
   1.93272656250E+03   1.75300000000E+03  2596-71-5   
   1.93871240234E+03   1.75500000000E+03  2596-71-365 
   1.90847241211E+03   1.72800000000E+03  2591-56-3   
   1.91188000488E+03   1.73200000000E+03  2591-61-4   
   1.91517749023E+03   1.74200000000E+03  2591-66-34  
   1.93247839355E+03   1.75300000000E+03  2591-71-5   
   1.93844824219E+03   1.75500000000E+03  2591-71-365 
   1.88853002930E+03   1.71000000000E+03  2588-42-351 
   1.90098742676E+03   1.71500000000E+03  2588-48-349 
   1.90763989258E+03   1.72200000000E+03  2588-55-355 
   1.91092114258E+03   1.72600000000E+03  2588-61-4   
   1.91410607910E+03   1.73600000000E+03  2588-66-47  
   1.92926428223E+03   1.74600000000E+03  2588-71-4   
   1.93491503906E+03   1.74900000000E+03  2588-71-365 
   1.85732031250E+03   1.86600000000E+03  2564-12-171 
   1.85766833496E+03   1.83300000000E+03  2564-16-355 
   1.85856701660E+03   1.80700000000E+03  2564-22-37  
   1.89051489258E+03   1.72200000000E+03  2530-42-351 
   1.90301306152E+03   1.73000000000E+03  2530-48-349 
   1.91109375000E+03   1.73900000000E+03  2530-55-355 
   1.91504272461E+03   1.74300000000E+03  2530-61-6   
   1.91866967773E+03   1.75400000000E+03  2530-66-47  
   1.93793530273E+03   1.76400000000E+03  2530-71-5   
   1.94427172852E+03   1.76600000000E+03  2530-71-365 
   1.86041625977E+03   1.84400000000E+03  2529-17-6   
   1.91262158203E+03   1.73700000000E+03  2529-56-24  
   1.91680505371E+03   1.74200000000E+03  2529-61-52  
   1.92113220215E+03   1.75100000000E+03  2529-66-19  
   1.85744982910E+03   1.88000000000E+03  2587-1-105  
   1.85736950684E+03   1.88000000000E+03  2587-7-3    
   1.88004919434E+03   1.79800000000E+03  2449-32-85  
   1.90688781738E+03   1.74200000000E+03  2492-48-349 
   1.91968017578E+03   1.75700000000E+03  2492-61-4   
   1.92604760742E+03   1.76600000000E+03  2492-66-39  
   1.95589282227E+03   1.77600000000E+03  2492-71-6   
   1.96374951172E+03   1.77900000000E+03  2492-71-365 
   1.91485827637E+03   1.76900000000E+03  2491-56-3   
   1.91931665039E+03   1.77100000000E+03  2491-61-6   
   1.92663354492E+03   1.77900000000E+03  2491-66-39  
   1.95720996094E+03   1.78800000000E+03  2491-71-6   
   1.96516943359E+03   1.78900000000E+03  2491-71-365 
   1.90853479004E+03   1.77100000000E+03  2450-48-349 
   1.91700207520E+03   1.77700000000E+03  2450-55-354 
   1.92121520996E+03   1.77900000000E+03  2450-61-4   
   1.92957141113E+03   1.78500000000E+03  2450-66-39  
   1.96153393555E+03   1.79500000000E+03  2450-71-6   
   1.97038281250E+03   1.79600000000E+03  2450-71-365 
   1.90833947754E+03   1.76300000000E+03  2451-48-349 
   1.91667175293E+03   1.77100000000E+03  2451-55-355 
   1.92088000488E+03   1.77400000000E+03  2451-61-4   
   1.92822290039E+03   1.77800000000E+03  2451-66-27  
   1.96109326172E+03   1.78800000000E+03  2451-71-6   
   1.96939160156E+03   1.79000000000E+03  2451-71-365 
   1.90574182129E+03   1.72800000000E+03  2442-48-348 
   1.91470275879E+03   1.73800000000E+03  2442-56-23  
   1.91874133301E+03   1.74000000000E+03  2442-60-319 
   1.92425842285E+03   1.74800000000E+03  2442-66-26  
   1.95010400391E+03   1.76200000000E+03  2442-71-11  
   1.86264526367E+03   1.88300000000E+03  2452-12-171 
   1.86287316895E+03   1.83400000000E+03  2452-16-314 
   1.87620764160E+03   1.75600000000E+03  2452-32-85  
   1.88056079102E+03   1.74500000000E+03  2452-35-53  
   1.89157641602E+03   1.71900000000E+03  2390-42-351 
   1.90356823730E+03   1.72700000000E+03  2390-48-349 
   1.91212841797E+03   1.73600000000E+03  2390-55-355 
   1.92107873535E+03   1.75100000000E+03  2390-66-47  
   1.93995642090E+03   1.76200000000E+03  2390-71-6   
   1.94661389160E+03   1.76400000000E+03  2390-71-365 
   1.89232360840E+03   1.72400000000E+03  2303-42-351 
   1.90399414062E+03   1.73000000000E+03  2303-48-349 
   1.91242297363E+03   1.73800000000E+03  2303-55-355 
   1.91711706543E+03   1.74300000000E+03  2303-61-4   
   1.92195446777E+03   1.75200000000E+03  2303-66-47  
   1.94113146973E+03   1.76300000000E+03  2303-71-6   
   1.94795434570E+03   1.76500000000E+03  2303-71-365 
   1.91513024902E+03   1.73800000000E+03  2417-56-24  
   1.91932482910E+03   1.74300000000E+03  2417-61-54  
   1.91514916992E+03   1.73800000000E+03  2411-56-24  
   1.91934179688E+03   1.74300000000E+03  2411-61-54  
   1.89630187988E+03   1.72700000000E+03  2259-42-352 
   1.91669421387E+03   1.74500000000E+03  2259-56-3   
   1.86663598633E+03   1.83000000000E+03  2296-22-38  
   1.89728955078E+03   1.74100000000E+03  2296-42-352 
   1.90886962891E+03   1.75100000000E+03  2296-48-350 
   1.91735461426E+03   1.75900000000E+03  2296-55-354 
   1.92121911621E+03   1.76400000000E+03  2296-61-6   
   1.93051879883E+03   1.77200000000E+03  2296-66-39  
   1.96651171875E+03   1.78100000000E+03  2296-71-6   
   1.97545568848E+03   1.78200000000E+03  2296-71-365 
   1.91047851562E+03   1.77700000000E+03  2302-48-350 
   1.91885620117E+03   1.77700000000E+03  2302-55-354 
   1.92226855469E+03   1.78900000000E+03  2302-61-6   
   1.93282812500E+03   1.79000000000E+03  2302-66-32  
   1.97315917969E+03   1.79900000000E+03  2302-71-6   
   1.98246789551E+03   1.80000000000E+03  2302-71-365 
   1.89164343262E+03   1.77000000000E+03  2301-37-33  
   1.90024279785E+03   1.77900000000E+03  2301-42-352 
   1.91113000488E+03   1.79200000000E+03  2301-48-349 
   1.91962707520E+03   1.79700000000E+03  2301-55-354 
   1.93477282715E+03   1.80200000000E+03  2301-66-1   
   1.97900512695E+03   1.80900000000E+03  2301-71-6   
   1.98868835449E+03   1.81100000000E+03  2301-71-365 
   1.91706884766E+03   1.79000000000E+03  2440-55-354 
   1.92217858887E+03   1.79300000000E+03  2440-61-6   
   1.93354772949E+03   1.79600000000E+03  2440-65-342 
   1.97652392578E+03   1.80800000000E+03  2440-71-6   
   1.98572216797E+03   1.80900000000E+03  2440-71-365 
   1.86890490723E+03   1.88700000000E+03  2300-16-354 
   1.91258850098E+03   1.79800000000E+03  2300-48-350 
   1.92114685059E+03   1.80500000000E+03  2300-55-355 
   1.92508154297E+03   1.80900000000E+03  2300-61-6   
   1.93879187012E+03   1.80800000000E+03  2300-65-341 
   1.99010668945E+03   1.82000000000E+03  2300-71-7   
   1.99861083984E+03   1.82000000000E+03  2300-71-365 
   1.87029077148E+03   1.92800000000E+03  2220-12-311 
   1.87078051758E+03   1.89100000000E+03  2220-16-356 
   1.91272167969E+03   1.81000000000E+03  2220-48-350 
   1.92087854004E+03   1.81200000000E+03  2220-55-354 
   1.92584729004E+03   1.81500000000E+03  2220-61-7   
   1.94630749512E+03   1.81200000000E+03  2220-66-39  
   2.00517907715E+03   1.82700000000E+03  2220-71-7   
   2.01591394043E+03   1.82600000000E+03  2220-71-365 
   1.92061267090E+03   1.80600000000E+03  2222-55-354 
   1.92511462402E+03   1.81500000000E+03  2222-61-6   
   1.94260046387E+03   1.80900000000E+03  2222-65-341 
   1.99996057129E+03   1.82200000000E+03  2222-71-7   
   2.01051098633E+03   1.82100000000E+03  2222-71-365 
   1.91412182617E+03   1.81600000000E+03  2096-48-350 
   1.92203259277E+03   1.81800000000E+03  2096-55-354 
   1.92621667480E+03   1.82400000000E+03  2096-61-6   
   1.94661975098E+03   1.81400000000E+03  2096-65-343 
   2.01115722656E+03   1.82800000000E+03  2096-71-7   
   2.02241735840E+03   1.82700000000E+03  2096-71-365 
   1.86991796875E+03   1.91700000000E+03  2089-12-171 
   1.90097155762E+03   1.78800000000E+03  2089-42-352 
   1.91146325684E+03   1.79600000000E+03  2089-48-350 
   1.92011560059E+03   1.80100000000E+03  2089-55-354 
   1.92353735352E+03   1.80300000000E+03  2089-61-6   
   1.93959033203E+03   1.80300000000E+03  2089-66-55  
   1.99039880371E+03   1.80900000000E+03  2089-71-6   
   2.00088159180E+03   1.81000000000E+03  2089-71-365 
   1.90214123535E+03   1.79900000000E+03  2088-42-352 
   1.91241284180E+03   1.80700000000E+03  2088-48-350 
   1.92107995605E+03   1.81100000000E+03  2088-55-354 
   1.92451574707E+03   1.81300000000E+03  2088-61-6   
   1.94293005371E+03   1.81100000000E+03  2088-66-48  
   1.99868981934E+03   1.81800000000E+03  2088-71-6   
   2.00937536621E+03   1.81900000000E+03  2088-71-365 
   1.91887158203E+03   1.75100000000E+03  2620-61-53  
   1.92597851562E+03   1.75400000000E+03  2620-66-28  
   1.86461779785E+03   1.88900000000E+03  2630-1-86   
   1.86517797852E+03   1.85600000000E+03  2615-21-353 
   1.86814501953E+03   1.83300000000E+03  2615-27-20  
   1.87971936035E+03   1.80200000000E+03  2615-36-64  
   1.89052758789E+03   1.76600000000E+03  2615-42-350 
   1.91248754883E+03   1.75000000000E+03  2618-56-23  
   1.91797558594E+03   1.75100000000E+03  2618-61-53  
   1.92417712402E+03   1.75300000000E+03  2618-66-28  
   1.86361218262E+03   1.89000000000E+03  2616-1-109  
   1.86435998535E+03   1.88900000000E+03  2616-7-10   
   1.86442321777E+03   1.87800000000E+03  2616-10-319 
   1.91347119141E+03   1.75400000000E+03  2607-56-23  
   1.91901623535E+03   1.75100000000E+03  2607-61-53  
   1.92722631836E+03   1.75200000000E+03  2607-66-28  
   1.86275927734E+03   1.90300000000E+03  2578-2-305  
   1.86377490234E+03   1.89800000000E+03  2582-1-105  
   1.91385644531E+03   1.75700000000E+03  2577-56-23  
   1.91946838379E+03   1.75800000000E+03  2577-61-53  
   1.92872241211E+03   1.76000000000E+03  2577-66-28  
   1.91396740723E+03   1.75900000000E+03  2573-56-27  
   1.87862084961E+03   1.78000000000E+03  2553-33-188 
   1.91418737793E+03   1.76900000000E+03  2553-56-27  
   1.86480102539E+03   1.89400000000E+03  2574-1-107  
   1.86583862305E+03   1.89400000000E+03  2580-1-109  
   1.86686267090E+03   1.85700000000E+03  2571-21-354 
   1.88558715820E+03   1.81200000000E+03  2498-37-34  
   1.89471142578E+03   1.79700000000E+03  2498-42-350 
   1.91512695312E+03   1.77600000000E+03  2519-56-23  
   1.90622949219E+03   1.78100000000E+03  2507-48-300 
   1.91535144043E+03   1.78600000000E+03  2507-55-318 
   1.92100158691E+03   1.78600000000E+03  2507-60-313 
   1.93311035156E+03   1.79200000000E+03  2507-65-364 
   1.98390417480E+03   1.80700000000E+03  2507-71-350 
   1.90622949219E+03   1.78000000000E+03  2508-48-300 
   1.91535144043E+03   1.78200000000E+03  2508-55-318 
   1.92100158691E+03   1.78200000000E+03  2508-60-313 
   1.93311035156E+03   1.78800000000E+03  2508-65-364 
   1.98390417480E+03   1.80800000000E+03  2508-71-350 
   1.91704357910E+03   1.79500000000E+03  2448-56-25  
   1.92346765137E+03   1.79900000000E+03  2448-61-52  
   1.93474670410E+03   1.80300000000E+03  2448-66-20  
   1.91909729004E+03   1.81700000000E+03  2311-56-23  
   1.92667932129E+03   1.82200000000E+03  2311-61-53  
   1.95064343262E+03   1.82300000000E+03  2311-66-28  
   1.87483886719E+03   1.94800000000E+03  2084-2-305  
   1.90489025879E+03   1.81900000000E+03  2099-42-352 
   1.91532214355E+03   1.82400000000E+03  2099-48-365 
   1.92217114258E+03   1.82600000000E+03  2099-55-354 
   1.92768005371E+03   1.83700000000E+03  2099-61-7   
   1.95213269043E+03   1.82400000000E+03  2099-65-344 
   2.03465270996E+03   1.84000000000E+03  2099-71-365 
   2.03630761719E+03   1.82500000000E+03  2087-71-365 
   2.04102734375E+03   1.84400000000E+03  2110-71-365 
   1.96678625488E+03   1.85000000000E+03  2040-65-364 
   2.06554150391E+03   1.86400000000E+03  2040-71-365 
   1.96336096191E+03   1.83000000000E+03  2034-65-364 
   2.04406640625E+03   1.87600000000E+03  2034-71-12  
   2.05480688477E+03   1.83800000000E+03  2034-71-365 
   2.04551147461E+03   1.87000000000E+03  2009-71-8   
   2.05646875000E+03   1.85800000000E+03  2009-71-365 
   2.03445703125E+03   1.84500000000E+03  2008-71-8   
   2.04559643555E+03   1.83800000000E+03  2008-71-365 
   1.87581262207E+03   1.89400000000E+03  1923-16-315 
   1.87620080566E+03   1.88400000000E+03  1923-22-38  
   1.88057739258E+03   1.86300000000E+03  1923-27-24  
   1.88836413574E+03   1.84000000000E+03  1923-32-85  
   1.89439685059E+03   1.84000000000E+03  1923-36-1   
   1.90576062012E+03   1.84100000000E+03  1923-42-352 
   1.91536657715E+03   1.84100000000E+03  1923-48-348 
   1.92324816895E+03   1.84000000000E+03  1923-55-354 
   1.92920275879E+03   1.85600000000E+03  1923-60-323 
   1.96244580078E+03   1.82800000000E+03  1923-65-343 
   2.04755419922E+03   1.84800000000E+03  1923-71-8   
   2.05906860352E+03   1.84400000000E+03  1923-71-365 
   1.92475451660E+03   1.84000000000E+03  1914-55-354 
   1.92995031738E+03   1.85500000000E+03  1914-61-7   
   2.05290258789E+03   1.84800000000E+03  1914-71-8   
   2.04481701660E+03   1.85300000000E+03  1919-71-8   
   2.06435522461E+03   1.84400000000E+03  1914-71-365 
   2.05631738281E+03   1.84700000000E+03  1919-71-365 
   1.97270263672E+03   1.84800000000E+03  1938-65-364 
   1.96889196777E+03   1.84200000000E+03  1960-65-364 
   1.87599145508E+03   1.95000000000E+03  1922-12-171 
   1.90693896484E+03   1.84600000000E+03  1922-42-352 
   1.91634973145E+03   1.84700000000E+03  1922-48-349 
   1.92397192383E+03   1.84600000000E+03  1922-55-354 
   1.93234606934E+03   1.87300000000E+03  1922-61-7   
   2.06319409180E+03   1.88400000000E+03  1922-71-8   
   2.08427392578E+03   1.87200000000E+03  1922-71-365 
   1.87614404297E+03   1.95500000000E+03  1918-10-108 
   1.98086242676E+03   1.85000000000E+03  1918-66-32  
   2.07520483398E+03   1.88100000000E+03  1918-71-8   
   2.08569189453E+03   1.86600000000E+03  1918-71-365 
   2.05817358398E+03   1.88800000000E+03  1959-71-8   
   2.06914819336E+03   1.87300000000E+03  1959-71-365 
   2.09309252930E+03   1.88200000000E+03  1944-71-365 
   1.89291394043E+03   1.87200000000E+03  1988-35-4   
   1.92212353516E+03   1.86200000000E+03  1908-56-18  
   1.98000329590E+03   1.84800000000E+03  1908-66-18  
   2.20749926758E+03   2.10800000000E+03  2638-33-46  
   2.20603930664E+03   2.09200000000E+03  2648-35-95  
   2.21290600586E+03   2.08800000000E+03  2627-48-336 
   2.19860693359E+03   2.14500000000E+03  2619-2-1    
   2.18901000977E+03   2.10000000000E+03  2642-12-43  
   2.19388427734E+03   2.09900000000E+03  2649-17-23  
   2.19309033203E+03   2.09800000000E+03  2649-22-20  
   2.20833691406E+03   2.08700000000E+03  2649-42-363 
   2.20737817383E+03   2.08400000000E+03  2649-48-336 
   2.20591308594E+03   2.11100000000E+03  2649-56-20  
   2.20382006836E+03   2.08100000000E+03  2649-61-55  
   2.18471777344E+03   2.12900000000E+03  2628-1-365  
   2.20379003906E+03   2.07100000000E+03  2650-71-350 
   2.20467871094E+03   2.08400000000E+03  2655-42-362 
   2.20352246094E+03   2.08300000000E+03  2655-48-362 
   2.20203100586E+03   2.09300000000E+03  2655-55-343 
   2.19939257812E+03   2.08000000000E+03  2655-61-40  
   2.19989501953E+03   2.05700000000E+03  2655-66-55  
   2.20366455078E+03   2.06100000000E+03  2655-71-350 
   2.20788671875E+03   2.07800000000E+03  2604-61-55  
   2.19803076172E+03   2.10600000000E+03  2626-22-20  
   2.20577294922E+03   2.11000000000E+03  2626-32-42  
   2.19062377930E+03   2.10900000000E+03  2623-8-279  
   2.19344458008E+03   2.11000000000E+03  2623-12-32  
   2.19786987305E+03   2.10900000000E+03  2623-17-22  
   2.19703344727E+03   2.10400000000E+03  2623-22-1   
   2.20073706055E+03   2.11300000000E+03  2623-27-34  
   2.19664477539E+03   2.11300000000E+03  2608-12-43  
   2.20067651367E+03   2.11100000000E+03  2608-17-23  
   2.20016894531E+03   2.10500000000E+03  2608-22-20  
   2.20762182617E+03   2.11000000000E+03  2608-32-42  
   2.17557568359E+03   2.12400000000E+03  2629-3-217  
   2.20628784180E+03   2.12300000000E+03  2606-56-26  
   2.20371704102E+03   2.12000000000E+03  2606-61-55  
   2.20408935547E+03   2.11400000000E+03  2606-66-20  
   2.20748071289E+03   2.13700000000E+03  2592-12-43  
   2.21137036133E+03   2.13300000000E+03  2592-17-23  
   2.21036132812E+03   2.12500000000E+03  2592-22-23  
   2.21899755859E+03   2.12300000000E+03  2592-42-364 
   2.21979321289E+03   2.11500000000E+03  2592-48-336 
   2.21947143555E+03   2.13700000000E+03  2592-56-20  
   2.21828881836E+03   2.11300000000E+03  2592-61-55  
   2.21085815430E+03   2.12100000000E+03  2603-27-15  
   2.21725927734E+03   2.10400000000E+03  2603-42-362 
